Date,FXE,EWJ,GLD,QQQ,SPY,SHV,DBA,USO,XBI,ILF,GAF,EPP,FEZ
2007-01-03,131.720001,56.799999,62.279999,43.240002000000004,141.369995,,,49.400002,15.236667,34.029999,,41.759997999999996,54.650002
2007-01-04,130.929993,57.400002,61.650002,44.060001,141.669998,,,47.389998999999996,15.546666,33.627998,,41.049999,54.619999
2007-01-05,130.08999599999999,55.919998,60.169998,43.849998,140.53999299999998,,25.02,47.830002,15.54,32.75,,40.49667,53.669998
2007-01-08,130.270004,56.240002000000004,60.48,43.880001,141.190002,,24.98,47.490002000000004,15.59,33.146,,40.816669,53.700001
2007-01-09,130.059998,56.599998,60.849998,44.099998,141.070007,,24.66,47.299999,15.633334,32.298,,40.93,53.57
2007-01-10,129.570007,55.759997999999996,60.59,44.619999,141.53999299999998,,24.73,45.360001000000004,15.766666,32.599998,,40.566669,52.990002000000004
2007-01-11,129.100006,55.48,60.630001,45.080002,142.16000400000001,108.699997,25.1,44.34,16.046667000000003,32.903999,,40.799999,53.57
2007-01-12,129.350006,56.200001,62.169998,45.310001,143.240005,108.760002,27.1,44.630001,16.289998999999998,33.419998,,41.43,53.959998999999996
2007-01-16,129.369995,56.400002,61.970001,45.279999,142.96000700000002,108.739998,26.0,43.34,16.296667000000003,33.23,,41.623329,53.82
2007-01-17,129.479996,56.400002,62.639998999999996,44.91,143.020004,108.800003,25.870001000000002,44.220001,16.326666,33.344002,,41.73333,53.5
2007-01-18,129.820007,56.360001000000004,62.259997999999996,44.080002,142.53999299999998,108.790001,26.0,43.23,16.153334,32.959998999999996,,41.813332,53.330002
2007-01-19,129.860001,56.759997999999996,63.0,44.169998,142.820007,108.769997,25.85,44.43,16.166666,33.59,,42.51667,53.990002000000004
2007-01-22,129.740005,56.759997999999996,62.720001,43.689999,142.380005,108.809998,26.1,43.84,16.0,33.68,,42.52,53.470001
2007-01-23,130.53999299999998,57.080002,64.230003,43.580002,142.800003,108.82,26.57,45.650002,15.889999,34.48,,43.183331,53.889998999999996
2007-01-24,129.949997,57.84,64.33000200000001,44.299999,143.949997,108.879997,26.049999,46.099998,16.043332999999997,34.919998,,42.846668,54.27
2007-01-25,129.720001,56.880001,64.059998,43.73,142.259995,108.879997,25.93,45.27,15.826667,33.952,,41.743328000000005,53.5
2007-01-26,129.470001,56.919998,64.16999799999999,43.57,142.130005,108.870003,26.040001,46.279999,15.786667000000001,34.200001,,41.903332,53.68
2007-01-29,129.83999599999999,57.119999,63.77,43.610001000000004,142.050003,108.949997,25.6,44.970001,15.863334,33.759997999999996,,41.93,53.810001
2007-01-30,130.029999,57.48,64.220001,43.630001,142.78999299999998,108.949997,25.92,47.360001000000004,15.963332999999999,34.150002,,42.466671000000005,54.360001000000004
2007-01-31,130.75,57.240002000000004,64.83000200000001,44.07,143.75,109.0,25.9,48.240002000000004,15.926666,34.877998,,42.403332,54.669998
2007-02-01,130.240005,58.0,65.220001,44.0,144.610001,108.690002,25.799999,47.84,16.023332999999997,35.214001,,42.48333,55.0
2007-02-02,129.729996,57.639998999999996,64.279999,44.16,144.809998,108.720001,26.030001000000002,49.34,15.96,35.296001000000004,,42.75,54.830002
2007-02-05,129.369995,57.200001,64.309998,44.119999,144.850006,108.75,26.08,49.099998,15.889999,35.422001,,42.75,54.580002
2007-02-06,129.889999,57.68,64.790001,44.060001,144.889999,108.739998,25.700001,49.209998999999996,15.863334,35.655998,,43.153332,54.919998
2007-02-07,130.21000700000002,57.639998999999996,64.629997,44.459998999999996,145.21000700000002,108.800003,25.66,48.25,15.986667,35.386002000000005,,43.363331,55.23
2007-02-08,130.509995,56.919998,65.519997,44.450001,145.020004,108.790001,25.879998999999998,49.75,16.093332,35.417999,,43.57,55.23
2007-02-09,130.16000400000001,57.080002,66.120003,43.880001,143.940002,108.82,26.16,49.990002000000004,15.943334,34.82,,43.333328,54.830002
2007-02-12,129.770004,57.040001000000004,65.66999799999999,43.709998999999996,143.449997,108.82,25.940001000000002,48.369999,16.35,34.678001,,42.970001,54.470001
2007-02-13,130.5,58.240002000000004,65.839996,43.860001000000004,144.66000400000001,108.82,26.17,49.360001000000004,16.5,35.464001,,43.416672,55.34
2007-02-14,131.479996,59.200001,66.370003,44.599998,145.610001,108.889999,26.0,48.450001,16.526667,36.200001,,43.866669,55.889998999999996
2007-02-15,131.639999,59.68,66.410004,44.860001000000004,145.800003,108.900002,26.32,48.349998,16.456667000000003,36.077999,,43.993328000000005,55.849998
