,Mkt-RF,SMB,HML,RF
1933-01-21,-0.0159,-0.0055000000000000005,-0.0034999999999999996,3e-05
1933-01-28,-0.013999999999999999,0.0040999999999999995,-0.0019,3e-05
1933-02-04,-0.0582,0.0026,0.023799999999999998,-7e-05
1933-02-11,0.0344,-0.0317,0.0349,-7e-05
1933-02-18,-0.0564,0.0051,-0.0165,-7e-05
1933-02-25,-0.0894,0.0134,-0.0431,-7e-05
1933-03-03,0.0364,-0.056600000000000004,0.029900000000000003,0.00011000000000000002
1933-03-18,0.1308,0.0528,0.0942,0.00011000000000000002
1933-03-25,-0.0617,-0.0011,-0.0152,0.00011000000000000002
1933-04-01,-0.049400000000000006,-0.001,-0.0308,0.00024
1933-04-08,0.054900000000000004,-0.0028000000000000004,0.0206,0.00024
1933-04-15,0.0587,0.025699999999999997,-0.0255,0.00024
1933-04-22,0.1555,-0.0355,0.1532,0.00024
1933-04-29,0.0708,0.0687,-0.0245,0.00024
1933-05-06,0.0253,0.0933,0.0088,0.00011000000000000002
1933-05-13,0.055,0.0388,0.0227,0.00011000000000000002
1933-05-20,-0.003,0.09140000000000001,0.0079,0.00011000000000000002
1933-05-27,0.11900000000000001,0.063,-0.0192,0.00011000000000000002
1933-06-03,0.0331,0.039,0.0759,6e-05
1933-06-10,0.056299999999999996,0.0332,-0.0202,6e-05
1933-06-17,-0.051100000000000007,-0.0405,-0.002,6e-05
1933-06-24,0.0645,0.0516,-0.0031,6e-05
1933-07-01,0.0564,0.0121,0.0414,5e-05
1933-07-08,0.0601,-0.014199999999999999,0.09570000000000001,5e-05
1933-07-15,0.0015,0.0271,-0.0325,5e-05
1933-07-22,-0.1885,-0.0478,-0.059699999999999996,5e-05
1933-07-28,0.076,0.0625,0.0732,5e-05
1933-08-04,-0.0259,0.0078000000000000005,-0.0141,6e-05
1933-08-11,0.048799999999999996,-0.0172,0.002,6e-05
1933-08-18,-0.0003,0.0051,-0.030299999999999997,6e-05
1933-08-25,0.064,-0.042300000000000004,0.0401,6e-05
1933-09-01,-0.0053,-0.0012,-0.0174,4e-05
1933-09-09,-0.0443,0.014499999999999999,-0.0388,4e-05
1933-09-16,0.041100000000000005,-0.011899999999999999,0.013300000000000001,4e-05
1933-09-23,-0.062400000000000004,-0.0004,-0.053200000000000004,4e-05
1933-09-30,-0.0545,-0.0067,-0.042800000000000005,4e-05
1933-10-07,0.0288,0.003,0.006,2e-05
1933-10-14,-0.0275,0.014199999999999999,-0.035699999999999996,2e-05
1933-10-21,-0.1245,-0.0049,-0.0947,2e-05
1933-10-28,0.09570000000000001,-0.0048,0.09519999999999999,2e-05
1933-11-04,0.01,-0.0332,0.016399999999999998,5e-05
1933-11-11,0.0316,-0.0127,0.0051,5e-05
1933-11-18,0.0166,0.0007000000000000001,-0.0154,5e-05
1933-11-25,0.0073,-0.016399999999999998,0.0076,5e-05
1933-12-02,-0.0115,-0.0096,-0.0241,5e-05
1933-12-09,0.0381,-0.0016,0.0393,5e-05
1933-12-16,-0.038599999999999995,0.0288,-0.0368,5e-05
1933-12-23,-0.0109,-0.0354,-0.0063,5e-05
1933-12-30,0.0273,0.0128,-0.0017000000000000001,5e-05
1934-01-06,-0.0282,0.0199,-0.0062,0.00012
1934-01-13,0.0353,0.009899999999999999,0.0308,0.00012
1934-01-20,0.08929999999999999,0.0296,0.11320000000000001,0.00012
1934-01-27,0.009000000000000001,0.024900000000000002,-0.0040999999999999995,0.00012
1934-02-03,0.0545,0.0137,0.0641,6e-05
1934-02-10,-0.0378,0.008199999999999999,-0.018799999999999997,6e-05
1934-02-17,0.042,0.0296,0.061799999999999994,6e-05
1934-02-24,-0.048,0.0118,-0.042699999999999995,6e-05
1934-03-03,0.0137,0.0079,0.0005,5e-05
1934-03-10,-0.024900000000000002,0.0128,-0.0127,5e-05
1934-03-17,-0.0023,0.0168,-0.0151,5e-05
1934-03-24,-0.0003,-0.0116,-0.0166,5e-05
1934-03-31,0.0025,0.0002,0.0121,5e-05
1934-04-07,0.0196,0.006,0.0059,2e-05
1934-04-14,0.0040999999999999995,0.005,-0.0014000000000000002,2e-05
1934-04-21,0.0194,0.0158,-0.0066,2e-05
1934-04-28,-0.0361,0.0051,-0.0138,2e-05
1934-05-05,-0.0554,-0.0028000000000000004,-0.024,2e-05
1934-05-12,-0.0709,-0.015600000000000001,-0.0555,2e-05
1934-05-19,0.0492,0.0038,0.0429,2e-05
1934-05-26,-0.005600000000000001,-0.0016,-0.0159,2e-05
1934-06-02,-0.0354,0.0039000000000000003,-0.0235,2e-05
1934-06-09,0.087,-0.022799999999999997,0.0588,2e-05
1934-06-16,0.0163,-0.0182,-0.0113,2e-05
1934-06-23,-0.0464,0.0073,-0.0279,2e-05
1934-06-30,-0.0014000000000000002,-0.001,-0.0143,2e-05
1934-07-07,0.0084,-0.0148,-0.0060999999999999995,2e-05
1934-07-14,0.0059,0.0124,-0.03,2e-05
1934-07-21,-0.05,-0.0337,-0.036000000000000004,2e-05
1934-07-28,-0.0726,-0.0387,-0.0406,2e-05
1934-08-04,0.0026,0.0462,-0.0163,2e-05
1934-08-11,0.0222,0.0046,-0.0053,2e-05
1934-08-18,0.011699999999999999,0.008,0.0044,2e-05
